order_id,order_date,product_id,product_name,category,price,quantity,revenue,customer_id,customer_segment,region
ORD10064,2023-08-03,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3692,Individual,East
ORD10065,2023-12-09,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST1977,Individual,West
ORD10066,2023-12-10,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2872,Individual,North
ORD10067,2023-08-23,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST3544,Enterprise,North
ORD10068,2023-04-20,PROD009,Headphones,Electronics,199.99,1,199.99,CUST3072,Individual,South
ORD10069,2023-06-28,PROD015,Cable Organizer,Accessories,14.99,3,44.97,CUST4608,Enterprise,South
ORD10070,2023-05-26,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST1646,Education,Central
ORD10071,2023-06-04,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3505,Enterprise,Central
ORD10072,2023-12-06,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST4596,Small Business,East
ORD10073,2023-02-24,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST4040,Small Business,East
ORD10074,2023-11-06,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST2404,Small Business,East
ORD10075,2023-09-08,PROD009,Headphones,Electronics,199.99,1,199.99,CUST2028,Enterprise,North
ORD10076,2023-08-05,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST4397,Individual,North
ORD10077,2023-06-20,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4158,Small Business,East
ORD10078,2023-08-15,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST3259,Education,Central
ORD10079,2023-02-27,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST1308,Small Business,Central
ORD10080,2023-07-09,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST3385,Small Business,West
ORD10081,2023-01-22,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2262,Individual,North
ORD10082,2023-07-03,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST1860,Small Business,North
ORD10083,2023-10-14,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2664,Small Business,South
ORD10084,2023-03-25,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST4998,Small Business,West
ORD10085,2023-04-02,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4016,Individual,West
ORD10086,2023-12-09,PROD013,Backpack,Accessories,89.99,1,89.99,CUST4320,Small Business,East
ORD10087,2023-12-26,PROD003,USB-C Cable,Accessories,19.99,2,39.98,CUST4572,Enterprise,West
ORD10088,2023-04-13,PROD004,"Monitor 27""",Electronics,399.99,2,799.98,CUST4344,Education,East
ORD10089,2023-04-27,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1913,Enterprise,South
ORD10090,2023-06-18,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST2141,Enterprise,East
ORD10091,2023-11-25,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3783,Individual,North
ORD10092,2023-05-14,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST1731,Individual,North
ORD10093,2023-11-02,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3984,Individual,West
ORD10094,2023-09-19,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1473,Education,Central
ORD10095,2023-05-11,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST1181,Education,North
ORD10096,2023-10-03,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4851,Small Business,East
ORD10097,2023-02-05,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4886,Individual,Central
ORD10098,2023-12-06,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3948,Individual,Central
ORD10099,2023-12-08,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2648,Individual,Central
ORD10100,2023-04-09,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2722,Education,South
ORD10101,2023-10-19,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3244,Enterprise,East
ORD10102,2023-04-18,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2760,Individual,West
ORD10103,2023-08-15,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3767,Small Business,Central
ORD10104,2023-03-28,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST3698,Enterprise,East
ORD10105,2023-12-06,PROD009,Headphones,Electronics,199.99,1,199.99,CUST2372,Enterprise,South
ORD10106,2023-06-08,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1920,Small Business,South
ORD10107,2023-01-24,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2002,Education,Central
ORD10108,2023-02-07,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2865,Education,Central
ORD10109,2023-12-23,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST2636,Small Business,South
ORD10110,2023-12-19,PROD011,"Tablet 10""",Electronics,449.99,2,899.98,CUST4075,Enterprise,West
ORD10111,2023-04-01,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST4293,Education,North
ORD10112,2023-05-08,PROD009,Headphones,Electronics,199.99,2,399.98,CUST4757,Enterprise,West
ORD10113,2023-08-26,PROD003,USB-C Cable,Accessories,19.99,2,39.98,CUST3734,Individual,West
ORD10114,2023-09-16,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST2747,Education,South
ORD10115,2023-09-01,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST2843,Individual,South
ORD10116,2023-11-23,PROD014,Desk Lamp,Furniture,59.99,3,179.97,CUST4185,Education,South
ORD10117,2023-08-14,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1317,Individual,South
ORD10118,2023-06-21,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST2309,Enterprise,South
ORD10119,2023-04-29,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2568,Small Business,South
ORD10120,2023-08-01,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST2669,Individual,Central
ORD10121,2023-08-01,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST1255,Small Business,West
ORD10122,2023-10-27,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST1080,Education,West
ORD10123,2023-06-30,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST2223,Education,West
ORD10124,2023-10-07,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4677,Small Business,West
ORD10125,2023-05-20,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST2785,Education,North
ORD10126,2023-06-22,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST3739,Education,South
ORD10127,2023-08-28,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST4766,Small Business,Central
ORD10128,2023-01-14,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4714,Education,Central
ORD10129,2023-12-06,PROD010,Phone Case,Accessories,24.99,2,49.98,CUST3632,Education,South
ORD10130,2023-08-25,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST1744,Enterprise,East
ORD10131,2023-06-17,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST1866,Education,East
ORD10132,2023-07-14,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2139,Education,East
ORD10133,2023-02-11,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2926,Enterprise,Central
ORD10134,2023-06-29,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST1918,Enterprise,North
ORD10135,2023-01-16,PROD013,Backpack,Accessories,89.99,1,89.99,CUST4889,Small Business,South
ORD10136,2023-01-11,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST3544,Small Business,South
ORD10137,2023-08-31,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST3742,Enterprise,Central
ORD10138,2023-08-27,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST3865,Individual,East
ORD10139,2023-11-07,PROD003,USB-C Cable,Accessories,19.99,3,59.97,CUST4063,Enterprise,South
ORD10140,2023-02-25,PROD005,Keyboard Mechanical,Electronics,149.99,3,449.97,CUST3370,Enterprise,East
ORD10141,2023-12-13,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST2537,Education,South
ORD10142,2023-10-31,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3569,Small Business,North
ORD10143,2023-06-04,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST4482,Enterprise,Central
ORD10144,2023-01-22,PROD013,Backpack,Accessories,89.99,1,89.99,CUST2422,Education,East
ORD10145,2023-09-17,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST3652,Individual,North
ORD10146,2023-08-04,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST4368,Education,North
ORD10147,2023-07-05,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST3603,Education,South
ORD10148,2023-04-01,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4005,Individual,Central
ORD10149,2023-10-03,PROD013,Backpack,Accessories,89.99,1,89.99,CUST2904,Education,Central
ORD10150,2023-06-15,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST4488,Small Business,North
ORD10151,2023-08-19,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1998,Education,Central
ORD10152,2023-12-09,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1117,Education,East
ORD10153,2023-09-07,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST1868,Individual,East
ORD10154,2023-05-24,PROD006,Desk Chair,Furniture,249.99,3,749.97,CUST4605,Individual,Central
ORD10155,2023-09-22,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4883,Small Business,North
ORD10156,2023-07-28,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST3001,Small Business,West
ORD10157,2023-12-31,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST4247,Enterprise,North
ORD10158,2023-04-24,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2656,Small Business,East
ORD10159,2023-10-25,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3267,Individual,West
ORD10160,2023-10-09,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3878,Education,East
ORD10161,2023-05-09,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST1944,Enterprise,South
ORD10162,2023-03-03,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST4042,Small Business,South
ORD10163,2023-09-05,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST2132,Individual,North
ORD10164,2023-04-10,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2213,Small Business,East
ORD10165,2023-06-04,PROD003,USB-C Cable,Accessories,19.99,2,39.98,CUST1057,Small Business,East
ORD10166,2023-01-28,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST3266,Individual,South
ORD10167,2023-09-09,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1420,Enterprise,Central
ORD10168,2023-08-29,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2960,Education,East
ORD10169,2023-01-27,PROD003,USB-C Cable,Accessories,19.99,1,19.99,CUST2034,Education,North
ORD10170,2023-02-03,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2641,Education,North
ORD10171,2023-11-19,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1621,Small Business,Central
ORD10172,2023-02-13,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST2016,Enterprise,Central
ORD10173,2023-08-02,PROD013,Backpack,Accessories,89.99,1,89.99,CUST3483,Small Business,Central
ORD10174,2023-08-19,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST4721,Education,East
ORD10175,2023-10-29,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2250,Enterprise,Central
ORD10176,2023-02-20,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST4881,Small Business,South
ORD10177,2023-12-05,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST1982,Small Business,Central
ORD10178,2023-03-22,PROD002,Wireless Mouse,Electronics,29.99,2,59.98,CUST1010,Education,West
ORD10179,2023-11-01,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST1133,Small Business,East
ORD10180,2023-05-25,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3879,Education,North
ORD10181,2023-04-30,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST4784,Individual,Central
ORD10182,2023-04-12,PROD011,"Tablet 10""",Electronics,449.99,2,899.98,CUST2741,Enterprise,Central
ORD10183,2023-11-28,PROD004,"Monitor 27""",Electronics,399.99,3,1199.97,CUST2088,Small Business,North
ORD10184,2023-03-26,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4246,Individual,Central
ORD10185,2023-10-19,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST2798,Enterprise,West
ORD10186,2023-06-05,PROD012,Smart Watch,Electronics,299.99,2,599.98,CUST3866,Education,East
ORD10187,2023-10-04,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1329,Enterprise,West
ORD10188,2023-06-15,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST3472,Individual,North
ORD10189,2023-04-28,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST4939,Enterprise,East
ORD10190,2023-01-21,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST4125,Small Business,West
ORD10191,2023-11-30,PROD009,Headphones,Electronics,199.99,2,399.98,CUST2139,Small Business,Central
ORD10192,2023-11-22,PROD007,Standing Desk,Furniture,599.99,2,1199.98,CUST4969,Enterprise,West
ORD10193,2023-07-29,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2365,Individual,North
ORD10194,2023-03-24,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2350,Education,West
ORD10195,2023-12-06,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST4332,Enterprise,West
ORD10196,2023-06-11,PROD002,Wireless Mouse,Electronics,29.99,1,29.99,CUST2033,Individual,North
ORD10197,2023-07-26,PROD013,Backpack,Accessories,89.99,2,179.98,CUST4542,Enterprise,Central
ORD10198,2023-07-31,PROD008,Webcam HD,Electronics,79.99,2,159.98,CUST1222,Small Business,Central
ORD10199,2023-11-15,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3561,Education,North
ORD10200,2023-05-17,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST3249,Small Business,East
ORD10201,2023-12-24,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST1118,Small Business,South
ORD10202,2023-10-10,PROD005,Keyboard Mechanical,Electronics,149.99,2,299.98,CUST2671,Enterprise,South
ORD10203,2023-02-28,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST2890,Enterprise,South
ORD10204,2023-05-30,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3084,Individual,West
ORD10205,2023-09-05,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST2934,Small Business,West
ORD10206,2023-03-16,PROD009,Headphones,Electronics,199.99,1,199.99,CUST2571,Small Business,Central
ORD10207,2023-03-11,PROD009,Headphones,Electronics,199.99,1,199.99,CUST4539,Enterprise,East
ORD10208,2023-08-01,PROD013,Backpack,Accessories,89.99,1,89.99,CUST2392,Individual,North
ORD10209,2023-06-02,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST4430,Education,South
ORD10210,2023-10-03,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST2361,Education,West
ORD10211,2023-06-14,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST4561,Small Business,South
ORD10212,2023-07-16,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1956,Education,North
ORD10213,2023-08-31,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3888,Education,West
ORD10214,2023-11-30,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3028,Enterprise,South
ORD10215,2023-10-30,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1411,Education,North
ORD10216,2023-08-22,PROD009,Headphones,Electronics,199.99,1,199.99,CUST1062,Small Business,West
ORD10217,2023-12-02,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST1306,Education,East
ORD10218,2023-11-16,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST3661,Enterprise,East
ORD10219,2023-12-12,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST2556,Individual,West
ORD10220,2023-10-05,PROD014,Desk Lamp,Furniture,59.99,2,119.98,CUST1280,Small Business,East
ORD10221,2023-02-16,PROD004,"Monitor 27""",Electronics,399.99,1,399.99,CUST2777,Enterprise,North
ORD10222,2023-03-27,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3842,Individual,North
ORD10223,2023-06-16,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST4261,Enterprise,East
ORD10224,2023-07-11,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST2764,Small Business,South
ORD10225,2023-07-30,PROD009,Headphones,Electronics,199.99,1,199.99,CUST3318,Small Business,South
ORD10226,2023-02-10,PROD003,USB-C Cable,Accessories,19.99,3,59.97,CUST3496,Education,Central
ORD10227,2023-05-04,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST3038,Small Business,South
ORD10228,2023-11-23,PROD008,Webcam HD,Electronics,79.99,3,239.97,CUST2045,Enterprise,West
ORD10229,2023-05-28,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST3775,Small Business,North
ORD10230,2023-06-26,PROD008,Webcam HD,Electronics,79.99,1,79.99,CUST3406,Individual,West
ORD10231,2023-05-09,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST2871,Individual,South
ORD10232,2023-09-05,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST1436,Small Business,West
ORD10233,2023-07-03,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3354,Individual,East
ORD10234,2023-12-04,PROD001,"Laptop Pro 15""",Electronics,1299.99,1,1299.99,CUST1033,Enterprise,Central
ORD10235,2023-09-12,PROD012,Smart Watch,Electronics,299.99,1,299.99,CUST4411,Individual,South
ORD10236,2023-06-30,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST1897,Small Business,Central
ORD10237,2023-12-14,PROD005,Keyboard Mechanical,Electronics,149.99,1,149.99,CUST4143,Small Business,North
ORD10238,2023-11-18,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST2265,Education,North
ORD10239,2023-07-06,PROD010,Phone Case,Accessories,24.99,1,24.99,CUST3999,Small Business,North
ORD10240,2023-06-01,PROD015,Cable Organizer,Accessories,14.99,2,29.98,CUST2338,Education,South
ORD10241,2023-03-09,PROD004,"Monitor 27""",Electronics,399.99,3,1199.97,CUST4221,Individual,Central
ORD10242,2023-05-20,PROD009,Headphones,Electronics,199.99,2,399.98,CUST4401,Small Business,East
ORD10243,2023-09-04,PROD015,Cable Organizer,Accessories,14.99,1,14.99,CUST4962,Individual,East
ORD10244,2023-02-28,PROD013,Backpack,Accessories,89.99,1,89.99,CUST2918,Enterprise,South
ORD10245,2023-04-26,PROD013,Backpack,Accessories,89.99,2,179.98,CUST4523,Education,Central
ORD10246,2023-02-16,PROD006,Desk Chair,Furniture,249.99,1,249.99,CUST4238,Education,North
ORD10247,2023-10-02,PROD005,Keyboard Mechanical,Electronics,149.99,4,599.96,CUST2509,Individual,Central
ORD10248,2023-11-23,PROD007,Standing Desk,Furniture,599.99,3,1799.97,CUST1443,Small Business,West
ORD10249,2023-11-14,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST3299,Individual,Central
ORD10250,2023-11-28,PROD004,"Monitor 27""",Electronics,399.99,2,799.98,CUST4374,Education,East
ORD10251,2023-07-29,PROD011,"Tablet 10""",Electronics,449.99,1,449.99,CUST1477,Small Business,North
ORD10252,2023-06-05,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST3017,Enterprise,North
ORD10253,2023-10-03,PROD004,"Monitor 27""",Electronics,399.99,2,799.98,CUST2858,Individual,Central
ORD10254,2023-10-28,PROD007,Standing Desk,Furniture,599.99,1,599.99,CUST1632,Education,North
ORD10255,2023-09-08,PROD014,Desk Lamp,Furniture,59.99,1,59.99,CUST3521,Education,East
ORD10256,2023-12-20,PROD001,"Laptop Pro 15""",Electronics,1299.99,2,2599.98,CUST2816,Education,South
